Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,SalePrice
2820,20,3,75.0,839,1,2,3,3,0,0,0,7,2,2,0,2,4,5,1954,1954,1,1,8,8,3,0.0,3,2,1,3,3,3,4,799.0,5,0.0,168.0,967.0,1,0,1,4,0,1350,0.0,0.0,1,1,3,1,3,6,6,1,2,1,1954.0,1,2.0,504.0,4,4,2,237,0,0,0,0,0,3,4,4,0,6,2006,8,4,1350,181721.458225594
2180,90,4,83.0,1010,1,2,3,3,0,0,0,5,2,2,2,6,6,5,1997,1998,1,1,12,13,3,0.0,3,2,2,2,3,1,2,1593.0,3,162.0,83.0,1838.0,1,0,1,4,0,1838,2.0,0.0,2,0,2,2,3,8,6,0,5,1,1998.0,2,3.0,721.0,4,4,2,160,67,0,0,0,0,3,4,4,0,7,2008,8,0,1838,169233.113601757
345,160,4,36.0,52,1,2,3,3,0,4,0,10,2,2,4,5,5,3,1976,1976,1,1,5,5,3,0.0,3,4,1,2,3,3,4,129.0,1,232.0,175.0,536.0,1,4,1,4,0,1112,0.0,0.0,1,1,3,1,3,4,6,0,5,1,1976.0,2,1.0,336.0,4,4,2,182,0,0,0,0,0,3,4,4,0,4,2010,8,4,1112,85000.0
840,50,3,70.0,1356,1,2,3,3,0,4,0,7,2,2,0,0,5,6,1946,1995,1,1,8,8,3,0.0,3,4,1,3,3,3,1,352.0,5,0.0,416.0,768.0,1,0,1,4,0,1200,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1946.0,2,1.0,240.0,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2008,8,4,1200,130500.0
1175,70,3,80.0,1791,1,2,0,3,0,4,0,6,2,2,0,5,6,8,1932,1950,1,1,13,14,3,0.0,3,4,0,2,3,3,4,503.0,5,0.0,449.0,952.0,1,4,1,4,0,2345,0.0,0.0,2,1,4,1,3,9,6,1,2,5,1932.0,2,2.0,360.0,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2006,8,4,2345,239000.0
2252,20,3,85.0,1144,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1971,1971,1,1,8,8,1,302.0,3,4,1,3,3,3,1,838.0,5,0.0,749.0,1587.0,1,4,1,4,0,1587,0.0,0.0,2,0,3,1,3,7,6,1,2,1,1971.0,2,2.0,525.0,4,4,2,0,44,0,0,0,0,3,4,4,0,3,2007,8,4,1587,180051.809151659
2534,20,3,73.0,1387,1,2,3,3,0,4,0,5,2,2,0,2,8,5,1994,1995,3,1,6,6,1,519.0,2,4,2,2,3,1,1,408.0,2,465.0,683.0,1556.0,1,0,1,4,0,1592,0.0,0.0,2,0,3,1,2,7,6,1,4,1,1994.0,0,2.0,484.0,4,4,2,120,35,0,0,0,0,3,4,4,0,6,2007,8,4,1592,185846.215131922
1231,90,3,0.0,1849,1,2,0,3,0,4,0,19,1,5,2,0,5,5,1977,1977,5,1,9,10,3,1.0,3,4,1,2,3,3,2,498.0,4,211.0,652.0,1361.0,1,0,1,4,0,2620,0.0,0.0,2,2,4,2,3,12,6,1,4,3,1977.0,1,2.0,600.0,4,4,0,155,24,145,0,0,0,3,4,0,8300,8,2007,8,4,2620,190000.0
648,20,3,85.0,1093,1,2,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,2,216.0,3,4,1,3,3,2,4,500.0,5,0.0,594.0,1094.0,1,0,1,4,0,1094,0.0,0.0,1,0,3,1,3,5,6,2,2,1,1953.0,1,2.0,495.0,4,4,2,0,0,0,0,287,0,3,4,4,0,6,2008,8,4,1094,155000.0
2565,20,3,126.0,1559,1,2,1,1,0,4,0,6,2,2,0,2,5,5,1951,1951,1,1,13,14,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,0.0,0.0,1,1,1,4,0,1226,0.0,0.0,1,1,2,1,3,7,2,1,2,1,1951.0,0,2.0,400.0,4,4,2,174,24,120,0,228,0,3,4,4,0,6,2007,8,4,1226,174894.588364005
1998,20,3,136.0,1341,1,2,0,3,0,4,0,15,2,2,0,2,8,5,1998,1998,1,1,12,13,1,495.0,2,4,2,2,3,0,2,1660.0,5,0.0,322.0,1982.0,1,0,1,4,0,2006,1.0,0.0,2,0,2,1,2,5,6,1,4,1,1998.0,0,3.0,938.0,4,4,2,144,33,0,0,0,0,3,4,4,0,7,2008,8,4,2006,172281.605004025
1771,20,3,70.0,685,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1956,1956,1,1,3,3,3,0.0,3,4,1,3,3,3,4,435.0,1,202.0,565.0,1202.0,1,4,1,4,0,1202,0.0,1.0,1,0,3,1,3,6,6,0,5,1,1956.0,1,1.0,304.0,4,4,2,0,35,120,0,0,0,3,1,4,0,11,2009,0,0,1202,183322.866146283
2918,85,3,62.0,1090,1,2,3,3,0,4,0,11,2,2,0,6,5,5,1992,1992,1,1,6,15,3,0.0,3,4,2,2,3,0,2,337.0,5,0.0,575.0,912.0,1,4,1,4,0,970,0.0,1.0,1,0,3,1,3,6,6,0,5,6,0.0,3,0.0,0.0,5,5,2,80,32,0,0,0,0,3,2,2,700,7,2006,8,4,970,184924.279658997
1512,20,3,88.0,914,1,2,3,3,0,4,0,12,2,2,0,2,5,6,1967,1967,1,1,13,10,1,268.0,3,4,1,3,3,3,1,1010.0,5,0.0,500.0,1510.0,1,0,1,4,0,1510,1.0,0.0,2,0,3,1,2,6,6,0,5,1,1967.0,1,2.0,517.0,4,4,2,0,40,0,0,204,0,3,0,4,0,4,2010,8,4,1510,176521.216975696
2752,30,3,118.0,1876,1,2,3,3,0,4,0,12,2,2,0,2,7,5,1941,1963,3,6,3,3,3,0.0,2,4,1,3,3,3,5,0.0,5,0.0,929.0,929.0,1,0,1,4,0,2039,1.0,0.0,1,1,3,1,3,7,2,3,2,0,1941.0,2,3.0,791.0,4,4,2,0,0,90,0,0,0,3,4,4,0,12,2006,0,0,2039,211817.702818093
1019,80,3,0.0,1168,1,2,0,3,0,2,0,8,2,2,0,7,7,5,1991,1992,1,1,6,6,1,76.0,2,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,1,2,1,4,0,1472,0.0,0.0,2,1,3,1,2,7,6,1,4,1,1991.0,1,2.0,402.0,4,4,2,164,0,0,0,0,0,3,4,4,0,5,2007,8,4,1472,160000.0
1476,60,3,102.0,1523,1,2,0,3,0,4,0,16,2,2,0,5,9,5,2009,2010,1,1,12,13,2,162.0,0,4,2,0,3,3,5,0.0,5,0.0,1590.0,1590.0,1,0,1,4,0,2334,0.0,0.0,2,1,3,1,0,10,6,1,2,1,2009.0,0,3.0,751.0,4,4,2,144,133,0,0,0,0,3,4,4,0,1,2010,6,5,2334,179460.96518734
193,20,3,68.0,752,1,2,0,3,0,4,0,5,2,2,0,2,7,5,1999,1999,1,1,12,13,3,0.0,2,4,2,2,3,0,2,560.0,5,0.0,871.0,1431.0,1,0,1,4,0,1431,1.0,0.0,2,0,3,1,2,6,6,0,5,1,1999.0,0,2.0,666.0,4,4,2,0,35,0,0,0,0,3,4,4,0,9,2009,8,4,1431,192000.0
802,30,4,40.0,167,1,2,3,3,0,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,3,0.0,3,4,1,3,3,3,3,197.0,5,0.0,999.0,1196.0,1,0,1,0,0,1196,1.0,0.0,1,0,2,1,3,5,6,0,5,5,1957.0,2,2.0,440.0,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2007,8,4,1196,109900.0
175,20,3,47.0,1469,1,2,0,3,0,4,0,23,2,2,0,2,6,5,1986,1986,1,1,12,10,2,132.0,3,4,1,2,0,3,0,1398.0,3,208.0,0.0,1606.0,1,4,1,4,0,1651,1.0,0.0,2,0,3,1,3,7,3,1,4,1,1986.0,0,2.0,616.0,4,4,2,192,0,0,0,0,0,3,4,4,0,11,2008,8,4,1651,184000.0
86,60,3,121.0,1769,1,2,3,3,0,0,0,15,2,2,0,5,8,5,1991,1992,3,1,6,6,1,284.0,2,4,1,2,3,3,5,0.0,5,0.0,1288.0,1288.0,1,0,1,4,0,2417,0.0,0.0,2,1,4,1,2,9,6,1,4,1,1991.0,2,2.0,462.0,4,4,2,127,82,0,0,0,0,3,4,4,0,4,2006,8,4,2417,260000.0
991,60,3,82.0,851,1,2,3,3,0,4,0,15,2,2,0,5,8,5,1997,1998,1,1,12,13,1,423.0,2,4,2,2,3,3,2,1074.0,5,0.0,322.0,1396.0,1,0,1,4,0,2392,1.0,0.0,2,1,3,1,2,7,6,1,4,1,1997.0,0,3.0,870.0,4,4,2,0,70,0,0,0,0,3,4,4,0,6,2006,8,4,2392,348000.0
1957,20,3,80.0,1079,1,2,3,3,0,4,0,14,2,2,0,2,6,5,1976,1976,1,1,6,6,1,120.0,3,4,1,3,3,3,5,0.0,5,0.0,1444.0,1444.0,1,4,1,4,0,1444,0.0,0.0,2,0,2,1,3,5,6,1,2,1,1976.0,2,2.0,473.0,4,4,2,0,24,0,0,0,0,3,1,4,0,4,2008,8,4,1444,166457.67844853
2313,60,3,65.0,1044,1,2,3,3,0,4,0,8,6,2,0,5,6,5,2005,2006,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,768.0,768.0,1,0,1,4,0,1536,0.0,0.0,2,1,3,1,2,6,6,1,2,1,2005.0,0,2.0,400.0,4,4,2,100,38,0,0,0,0,3,4,4,0,6,2007,8,4,1536,182520.230322476
352,120,3,0.0,195,1,2,0,2,0,4,1,4,2,2,0,2,7,5,1986,1986,1,1,13,14,3,0.0,3,4,2,2,3,1,2,1082.0,5,0.0,371.0,1453.0,1,2,1,4,0,1453,1.0,0.0,1,1,2,1,2,6,6,1,4,1,1986.0,1,2.0,445.0,4,4,2,0,80,0,0,184,0,3,4,4,0,12,2006,8,0,1453,190000.0
669,20,3,0.0,1658,1,2,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,14,3,0.0,3,4,1,3,3,3,4,988.0,5,0.0,200.0,1188.0,1,2,1,4,0,1437,1.0,0.0,1,1,3,1,3,6,3,1,4,5,1999.0,2,2.0,576.0,4,4,2,304,0,0,0,0,0,3,4,4,0,11,2006,8,4,1437,168000.0
2442,30,4,56.0,70,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1920,1990,1,1,8,8,3,0.0,3,4,0,3,3,3,5,0.0,5,0.0,967.0,967.0,1,2,1,4,0,967,0.0,0.0,1,0,2,1,3,5,6,1,2,5,1920.0,2,1.0,180.0,1,4,0,0,0,26,0,0,0,3,4,4,0,7,2007,8,4,967,156407.65915545
129,60,3,69.0,433,1,2,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,12,13,1,266.0,3,4,1,3,3,3,1,512.0,5,0.0,148.0,660.0,1,4,1,4,0,1348,0.0,0.0,1,1,3,1,3,6,6,1,1,1,1966.0,1,2.0,453.0,4,4,2,188,108,0,0,0,0,3,4,4,0,7,2006,8,4,1348,155000.0
341,60,3,85.0,1660,1,2,3,3,0,4,0,23,2,2,0,5,8,5,2002,2002,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,967.0,967.0,1,0,1,4,0,1908,0.0,0.0,2,1,4,1,2,9,6,0,5,1,2002.0,0,2.0,431.0,4,4,2,135,0,0,0,0,0,3,4,4,0,4,2010,8,4,1908,202900.0
8,60,3,0.0,1074,1,2,0,3,0,0,0,14,4,2,0,5,7,6,1973,1973,1,1,6,6,2,240.0,3,4,1,2,3,2,0,859.0,1,32.0,216.0,1107.0,1,0,1,4,0,2090,1.0,0.0,2,1,3,1,3,7,6,2,4,1,1973.0,1,2.0,484.0,4,4,2,235,204,228,0,0,0,3,4,2,350,11,2009,8,4,2090,200000.0
1065,20,3,0.0,1213,1,2,0,3,0,1,0,12,2,2,0,2,5,6,1966,1966,1,1,9,10,1,200.0,3,4,1,3,3,2,1,740.0,4,230.0,184.0,1154.0,1,0,1,4,0,1154,0.0,0.0,1,1,3,1,3,6,6,1,3,1,1966.0,1,2.0,480.0,4,4,2,0,58,0,0,0,0,3,2,4,0,11,2009,8,4,1154,154000.0
892,60,3,70.0,1250,1,2,3,3,0,4,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,92.0,3,4,1,3,3,3,3,226.0,4,500.0,192.0,918.0,1,2,1,4,0,1683,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1978.0,1,2.0,440.0,4,4,2,243,0,0,0,0,0,3,4,4,0,7,2009,8,4,1683,172500.0
2816,20,3,0.0,1867,1,2,3,2,0,4,1,4,2,2,0,2,7,6,1967,1967,1,5,9,10,1,123.0,3,4,1,2,3,0,4,810.0,0,826.0,229.0,1865.0,1,4,1,4,0,1830,1.0,0.0,1,0,2,1,3,6,6,2,2,1,1967.0,2,2.0,521.0,4,4,2,0,115,168,0,0,0,3,4,4,0,6,2006,8,4,1830,190054.639237419
946,50,4,98.0,705,1,2,3,3,0,0,0,17,2,2,0,0,5,6,1890,1996,3,1,12,13,3,0.0,3,4,0,3,3,3,3,1088.0,5,0.0,0.0,1088.0,1,4,1,4,120,1869,0.0,0.0,1,0,2,1,3,7,6,0,5,5,1963.0,2,2.0,456.0,4,4,2,48,0,244,0,0,0,3,3,4,0,9,2009,8,4,1749,124900.0
1339,60,3,95.0,1595,1,2,0,3,0,0,0,5,2,2,0,5,7,5,2002,2002,1,1,12,13,3,0.0,2,4,2,2,3,3,2,700.0,5,0.0,216.0,916.0,1,0,1,4,0,1861,1.0,0.0,2,1,3,1,2,8,6,0,5,3,2002.0,1,2.0,492.0,4,4,2,146,91,0,0,0,0,3,4,4,0,6,2006,8,4,1861,200000.0
308,50,4,0.0,501,1,0,0,3,0,4,0,9,0,2,0,0,6,7,1920,1950,1,1,8,8,3,0.0,3,1,1,3,3,3,5,0.0,5,0.0,319.0,319.0,1,4,1,0,0,1406,0.0,0.0,1,0,3,1,1,6,6,0,5,6,0.0,3,0.0,0.0,5,5,0,0,144,0,0,0,0,3,2,4,0,3,2008,8,4,1406,89500.0
813,20,0,66.0,673,0,2,3,0,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,3,0.0,1,4,1,3,3,0,5,0.0,5,0.0,540.0,540.0,1,4,0,0,0,1044,0.0,0.0,1,0,2,1,1,4,6,0,5,2,1952.0,2,2.0,504.0,4,4,0,0,0,0,0,0,0,3,4,2,54,6,2010,8,2,1044,55993.0
638,190,4,50.0,245,1,2,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,811.0,811.0,1,4,1,0,0,1387,0.0,0.0,2,0,3,2,2,7,6,0,5,3,1954.0,2,1.0,256.0,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2009,8,4,1387,93000.0
384,45,2,60.0,751,1,2,3,3,0,0,0,20,2,2,0,1,6,3,1928,1950,1,1,13,14,3,0.0,3,4,0,1,0,3,5,0.0,5,0.0,784.0,784.0,1,4,0,0,0,784,0.0,0.0,1,0,2,1,3,5,6,0,5,5,1950.0,2,2.0,360.0,1,1,0,0,0,91,0,0,0,3,4,4,0,10,2009,8,4,784,76000.0
1713,20,1,85.0,1131,1,2,3,3,0,4,0,21,2,2,0,2,7,5,2006,2007,1,1,12,13,3,0.0,2,4,2,2,3,3,2,1430.0,5,0.0,222.0,1652.0,1,0,1,4,0,1662,1.0,0.0,2,0,3,1,0,8,6,1,2,1,2006.0,1,3.0,711.0,4,4,2,168,120,0,0,0,0,3,4,4,0,3,2009,8,4,1662,178173.79762147
2460,50,4,0.0,261,1,2,3,3,0,4,0,3,2,2,0,0,6,5,1938,1950,1,1,12,13,3,0.0,3,4,0,3,3,3,3,52.0,5,0.0,809.0,861.0,1,2,1,4,0,1409,1.0,0.0,1,1,3,1,3,6,6,1,2,5,1968.0,2,2.0,528.0,4,4,2,225,0,84,0,0,0,3,4,4,0,3,2007,8,4,1409,171339.303381589
2704,20,3,0.0,807,1,2,0,3,0,4,0,19,2,2,0,2,5,6,1962,2002,3,1,6,6,3,0.0,3,4,1,3,3,3,1,612.0,5,0.0,252.0,864.0,1,2,1,4,0,1211,0.0,0.0,1,0,2,1,3,6,2,1,4,5,1972.0,2,2.0,576.0,4,4,2,161,0,0,0,0,0,3,2,4,0,3,2006,8,4,1211,164865.215329881
1150,70,4,50.0,751,1,2,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,3,0.0,3,2,2,3,3,3,0,624.0,5,0.0,26.0,650.0,1,0,1,4,0,1482,0.0,1.0,1,0,3,1,3,7,6,0,5,5,1930.0,2,2.0,324.0,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2009,8,4,1482,143000.0
2003,60,3,73.0,942,1,2,3,3,0,4,0,21,2,2,0,5,8,5,2007,2007,1,1,12,13,2,156.0,2,4,2,2,3,0,5,0.0,5,0.0,1341.0,1341.0,1,0,1,4,0,1861,0.0,0.0,3,0,3,1,2,7,6,1,2,3,2007.0,1,3.0,851.0,4,4,2,144,60,0,0,0,0,3,4,4,0,7,2008,8,4,1861,181869.381196234
178,50,3,0.0,1616,1,2,3,3,0,4,0,19,2,2,0,0,5,5,1958,1958,1,1,8,8,3,0.0,2,2,1,3,3,3,0,57.0,1,441.0,554.0,1052.0,1,0,1,4,0,1920,1.0,0.0,2,0,4,1,2,8,6,1,2,1,1958.0,2,2.0,451.0,4,4,2,0,0,0,0,0,0,3,4,4,0,7,2006,8,4,1920,172500.0
427,80,3,0.0,1518,1,2,3,2,0,4,1,20,2,2,0,7,7,5,1989,1989,1,1,13,14,1,145.0,2,4,2,2,3,1,2,1518.0,5,0.0,0.0,1518.0,1,2,1,4,0,1644,1.0,1.0,2,0,2,1,2,5,6,1,4,1,1989.0,0,2.0,569.0,4,4,2,80,0,0,0,396,0,3,4,4,0,8,2009,8,4,1644,275000.0
495,30,4,50.0,226,1,2,3,3,0,4,0,17,0,2,0,2,5,8,1938,1996,1,1,8,8,3,0.0,3,4,0,1,3,3,5,0.0,5,0.0,190.0,190.0,1,2,1,0,0,886,0.0,0.0,1,0,2,1,3,4,6,0,5,1,1938.0,2,1.0,273.0,4,4,2,144,20,80,0,0,0,3,4,4,0,12,2009,8,4,886,91300.0
184,50,4,63.0,1302,1,2,3,3,0,4,0,17,2,2,0,0,7,5,2003,2003,1,1,12,13,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,1362.0,1362.0,1,0,1,4,0,2082,0.0,0.0,2,1,3,1,2,6,4,0,5,5,2003.0,2,2.0,484.0,4,4,0,280,238,0,0,0,0,3,4,4,0,6,2008,8,4,2082,200000.0
1270,50,3,78.0,1281,1,2,3,3,0,4,0,12,1,2,0,0,5,5,1958,1958,1,1,8,8,1,180.0,3,4,1,3,3,3,1,460.0,5,0.0,414.0,874.0,2,4,1,0,0,1524,0.0,0.0,1,1,3,1,3,7,6,0,5,1,1958.0,2,1.0,315.0,4,4,2,0,0,0,0,0,0,3,1,4,0,7,2007,8,4,1524,144000.0
1245,70,3,0.0,1304,1,2,0,1,0,0,1,6,2,2,0,5,8,7,1929,1950,1,1,3,12,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,792.0,792.0,1,1,1,4,0,1517,0.0,0.0,1,0,3,1,2,7,6,2,2,5,1931.0,2,2.0,400.0,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2006,8,4,1517,230000.0
185,50,3,92.0,409,1,2,0,3,0,4,0,3,6,1,0,0,5,8,1908,1991,1,1,0,10,3,0.0,3,4,2,1,3,3,5,0.0,5,0.0,504.0,504.0,1,2,1,4,0,1252,0.0,0.0,1,0,3,1,3,5,6,0,5,1,1986.0,2,2.0,576.0,4,4,2,104,0,0,0,0,0,3,2,4,0,6,2006,8,4,1252,127000.0
1967,20,3,98.0,1506,1,2,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,2,302.0,2,4,2,0,3,3,2,1012.0,5,0.0,570.0,1582.0,1,0,1,4,0,1582,1.0,0.0,2,0,3,1,2,7,6,0,5,1,2007.0,0,3.0,905.0,4,4,2,209,95,0,0,0,0,3,4,4,0,1,2008,6,5,1582,180953.241201168
1584,60,3,75.0,839,1,2,3,3,0,4,0,5,2,2,0,5,7,5,1997,1997,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,1040.0,1040.0,1,0,1,4,0,2098,0.0,0.0,2,1,4,1,2,9,6,1,4,1,1997.0,0,2.0,621.0,4,4,2,331,38,0,0,0,0,3,4,4,0,4,2010,8,4,2098,189196.845337149
2367,120,1,32.0,102,1,1,0,3,0,4,0,21,2,2,4,2,8,5,2006,2007,1,1,12,13,2,36.0,2,4,2,2,3,3,2,60.0,5,0.0,1451.0,1511.0,1,0,1,4,0,1565,1.0,0.0,2,0,2,1,2,5,6,0,5,1,2006.0,0,2.0,476.0,4,4,2,0,120,0,0,0,0,3,4,4,0,2,2007,6,5,1565,152125.028585543
2824,80,3,78.0,1343,1,2,0,3,0,4,0,7,2,2,0,7,5,5,1962,1962,1,1,9,10,2,96.0,3,4,1,3,3,1,0,612.0,4,1164.0,0.0,1776.0,1,0,1,4,0,1560,0.0,1.0,2,0,3,1,3,6,3,1,1,1,1962.0,0,2.0,528.0,4,4,2,453,253,144,0,0,0,3,2,4,0,5,2006,8,4,1560,185150.926027596
2135,30,4,60.0,1061,1,2,3,3,0,4,0,9,7,2,0,2,5,8,1912,1991,1,1,13,14,3,0.0,3,4,0,1,3,3,5,0.0,5,0.0,451.0,451.0,1,4,1,4,0,759,0.0,0.0,1,0,1,1,3,5,6,0,5,5,1997.0,2,2.0,576.0,4,4,0,40,0,0,0,0,0,3,4,4,0,8,2008,3,3,759,157443.925537187
811,20,3,78.0,1013,1,2,3,3,0,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,1,99.0,3,4,1,3,3,3,0,663.0,3,377.0,0.0,1040.0,1,1,1,4,0,1309,1.0,0.0,1,1,3,1,2,5,6,1,1,1,1974.0,1,2.0,484.0,4,4,2,265,0,0,0,0,648,1,0,4,0,1,2006,8,4,1309,181000.0
1994,60,3,41.0,1478,1,2,0,3,0,2,0,8,6,2,0,5,7,5,1999,2000,1,1,12,13,3,0.0,2,4,2,2,3,3,2,870.0,5,0.0,167.0,1037.0,1,0,1,4,0,2322,0.0,0.0,2,1,4,1,3,8,6,1,4,3,1999.0,0,2.0,400.0,4,4,2,144,44,0,0,0,0,3,4,4,0,5,2008,8,4,2322,198168.490116289
1341,20,3,70.0,587,1,2,3,3,0,4,0,12,2,2,0,2,4,5,1971,1971,1,1,8,8,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,858.0,858.0,1,4,1,4,0,872,0.0,0.0,1,0,3,1,3,5,6,0,5,5,1974.0,2,4.0,480.0,4,4,2,0,0,0,0,0,0,3,1,4,0,6,2007,8,4,872,123000.0
2375,120,3,50.0,856,1,2,1,3,0,2,0,24,2,2,4,2,8,5,1994,1995,1,1,3,3,3,0.0,2,4,2,2,3,1,3,457.0,0,1037.0,0.0,1494.0,1,0,1,4,0,1494,1.0,0.0,1,1,1,1,2,5,6,1,2,1,1994.0,0,2.0,478.0,4,4,2,0,30,0,0,217,0,3,4,4,0,5,2007,8,4,1494,153346.220086301
1209,20,3,70.0,468,1,2,3,3,0,4,0,12,2,2,0,2,5,7,1962,1980,1,1,8,8,3,0.0,3,2,1,3,3,3,4,504.0,1,108.0,319.0,931.0,1,4,1,4,0,1283,1.0,0.0,1,0,3,1,3,6,6,0,5,5,1980.0,2,2.0,506.0,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2008,8,4,1283,140000.0
276,50,3,55.0,378,1,2,3,3,0,4,0,3,2,2,0,0,7,7,1925,2007,1,1,13,14,3,0.0,2,2,0,3,3,3,5,0.0,5,0.0,952.0,952.0,2,2,0,4,0,1548,0.0,0.0,2,1,3,1,0,5,6,0,5,5,1978.0,2,2.0,672.0,4,4,2,74,0,0,0,144,0,3,4,4,0,10,2009,8,4,1548,205000.0
490,180,4,21.0,9,1,2,3,3,0,4,0,10,2,2,3,6,4,8,1970,2002,1,1,5,5,3,0.0,3,2,1,2,3,0,2,515.0,5,0.0,115.0,630.0,1,4,1,4,0,630,1.0,0.0,1,0,1,1,2,3,6,0,5,1,1970.0,2,1.0,286.0,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2009,8,4,630,86000.0
2326,80,3,0.0,1391,1,2,0,3,0,0,0,8,2,2,0,7,7,5,2003,2003,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,384.0,384.0,1,0,1,4,0,1394,0.0,0.0,2,1,3,1,2,7,6,1,4,3,2003.0,0,2.0,400.0,4,4,2,100,0,0,0,0,0,3,4,4,0,10,2007,8,4,1394,190311.050228337
1753,20,3,80.0,895,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1967,1967,3,1,6,6,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,1568.0,1568.0,1,4,1,4,0,1568,0.0,0.0,1,1,3,1,3,7,6,0,5,1,1967.0,2,2.0,440.0,4,4,2,160,40,0,0,0,0,3,4,4,0,3,2009,0,4,1568,176156.558313965
691,120,4,0.0,148,1,2,3,3,0,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,147.0,2,4,2,2,3,1,2,697.0,5,0.0,151.0,848.0,1,0,1,4,0,848,1.0,0.0,1,0,1,1,2,3,6,1,4,1,2004.0,1,2.0,420.0,4,4,2,149,0,0,0,0,0,3,4,4,0,5,2008,8,4,848,141000.0
1537,30,4,68.0,906,1,2,3,3,0,4,0,17,2,2,0,2,2,2,1923,1970,1,1,0,0,3,0.0,3,1,0,1,0,3,5,0.0,5,0.0,678.0,678.0,1,4,0,4,0,832,0.0,0.0,1,0,2,1,3,5,6,1,2,5,1928.0,2,2.0,780.0,1,1,0,0,0,0,0,0,0,3,4,4,0,6,2010,8,0,832,165407.889104689
2636,60,3,81.0,1107,1,2,3,3,0,4,0,14,3,2,0,5,7,5,1978,1978,1,1,9,10,1,68.0,3,4,1,3,3,3,5,0.0,5,0.0,945.0,945.0,1,4,1,4,0,1857,0.0,0.0,2,1,4,1,3,8,6,1,4,1,1978.0,1,2.0,482.0,4,4,2,400,105,0,0,0,0,3,0,4,0,7,2006,8,4,1857,198375.31512987
1466,60,3,75.0,984,1,2,0,3,0,0,0,8,2,2,0,5,6,5,1993,1994,1,1,6,6,3,0.0,3,4,2,2,3,3,5,0.0,5,0.0,763.0,763.0,1,2,1,4,0,1655,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1993.0,0,2.0,440.0,4,4,2,157,84,0,0,0,0,3,4,4,0,4,2010,8,4,1655,177150.989247307
