Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF
618,45,3,59.0,371,1,2,3,1,0,0,1,12,0,2,0,1,6,6,1954,1954,1,1,8,8,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,832.0,832.0,1,2,1,4,0,832,0.0,0.0,1,0,2,1,2,4,6,0,5,5,1962.0,2,2.0,528.0,4,4,2,0,0,0,0,0,0,3,4,4,0,6,2008,8,4,105500.0,832
619,20,3,90.0,1346,1,2,3,3,0,4,0,16,2,2,0,2,9,5,2007,2007,3,1,5,5,1,452.0,0,4,2,0,3,0,2,48.0,5,0.0,1774.0,1822.0,1,0,1,4,0,1828,0.0,0.0,2,0,3,1,2,9,6,1,2,1,2007.0,2,3.0,774.0,4,4,2,0,108,0,0,260,0,3,4,4,0,7,2007,6,5,314813.0,1828
620,60,3,85.0,1438,1,2,3,3,0,4,0,23,2,2,0,5,8,5,2003,2003,3,1,12,13,2,226.0,2,4,2,2,3,1,2,871.0,5,0.0,611.0,1482.0,1,0,1,4,0,2262,1.0,0.0,2,1,4,1,2,10,6,2,2,1,2003.0,0,3.0,749.0,4,4,2,168,0,0,0,0,0,3,4,4,0,8,2008,8,4,305000.0,2262
621,30,3,45.0,578,1,0,3,3,0,4,0,7,2,2,0,2,3,3,1914,1950,1,1,11,12,3,0.0,3,4,0,3,3,3,1,41.0,5,0.0,823.0,864.0,1,4,0,1,0,864,1.0,0.0,1,0,2,1,3,5,6,0,5,6,0.0,3,0.0,0.0,5,5,0,0,0,100,0,0,0,3,4,4,0,9,2008,8,4,67000.0,864
622,60,3,90.0,1172,1,2,3,3,0,4,0,14,2,2,0,5,6,7,1974,1997,1,1,6,6,3,0.0,3,4,1,3,3,3,0,956.0,4,182.0,384.0,1522.0,1,4,1,4,0,2614,0.0,0.0,2,1,4,1,3,9,6,1,4,1,1974.0,1,2.0,624.0,4,4,2,38,243,0,0,0,0,3,4,4,0,6,2008,8,4,240000.0,2614
623,20,3,71.0,350,1,2,3,3,0,4,0,19,2,2,0,2,5,6,1977,1977,1,1,9,10,1,153.0,3,4,1,3,3,3,1,560.0,5,0.0,420.0,980.0,1,4,1,4,0,980,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1986.0,2,2.0,484.0,4,4,2,192,0,0,0,0,0,3,4,4,0,7,2009,8,4,135000.0,980
624,160,1,0.0,31,1,2,3,3,0,4,0,21,2,2,4,5,6,5,2000,2000,1,1,8,8,1,513.0,2,4,2,2,3,3,2,420.0,5,0.0,336.0,756.0,1,0,1,4,0,1512,0.0,0.0,2,1,2,1,2,4,6,1,4,5,2000.0,2,2.0,440.0,4,4,2,0,32,0,0,0,0,3,4,4,0,6,2007,8,4,168500.0,1512
625,60,3,80.0,1079,1,2,3,3,0,4,0,14,2,2,0,5,6,5,1972,1972,1,1,12,13,3,288.0,3,4,1,3,3,3,4,247.0,5,0.0,485.0,732.0,1,2,1,4,0,1790,1.0,0.0,1,2,4,1,3,8,3,1,4,1,1972.0,1,2.0,484.0,4,4,2,148,0,0,0,147,0,3,4,4,0,11,2006,8,4,165150.0,1790
626,20,3,87.0,984,1,2,0,3,0,0,0,12,2,2,0,2,6,6,1962,1962,3,1,13,14,1,261.0,3,4,1,3,3,3,5,0.0,5,0.0,1116.0,1116.0,1,4,1,4,0,1116,0.0,0.0,1,1,3,1,3,5,6,0,5,1,1962.0,2,2.0,440.0,4,4,2,0,0,0,0,385,0,3,4,4,0,2,2010,8,4,160000.0,1116
627,20,3,0.0,1452,1,2,0,3,0,4,0,12,2,2,0,2,5,5,1960,1978,3,1,13,14,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,978.0,978.0,1,4,1,4,0,1422,0.0,0.0,1,0,3,1,3,6,2,1,4,1,1960.0,1,1.0,286.0,4,4,2,0,0,36,0,0,0,3,1,2,600,8,2007,8,4,139900.0,1422
628,80,3,80.0,895,1,2,3,3,0,4,0,12,2,2,0,7,6,6,1955,1972,1,1,0,0,1,164.0,3,4,1,3,3,0,1,674.0,3,132.0,350.0,1156.0,1,0,1,4,0,1520,1.0,0.0,1,0,3,1,3,7,6,2,2,2,1955.0,1,1.0,364.0,4,4,2,0,0,189,0,0,0,3,4,4,0,3,2010,8,4,153000.0,1520
629,60,3,70.0,1326,1,2,0,1,0,4,2,12,2,2,0,5,5,5,1969,1969,1,1,9,10,1,192.0,3,4,2,2,3,0,4,650.0,5,0.0,390.0,1040.0,1,4,1,4,0,2080,0.0,1.0,1,2,5,1,1,9,6,2,4,1,1969.0,2,2.0,504.0,4,4,2,335,0,0,0,0,0,3,4,4,0,9,2007,8,3,135000.0,2080
630,80,3,82.0,755,1,2,3,3,0,0,0,12,1,2,0,7,6,5,1964,1964,1,7,9,14,1,259.0,3,4,1,3,3,1,2,624.0,4,336.0,288.0,1248.0,1,4,1,4,0,1350,1.0,0.0,1,1,3,1,3,6,6,0,5,1,1964.0,1,2.0,520.0,4,4,2,176,0,0,0,0,0,3,0,4,0,6,2008,8,4,168500.0,1350
631,70,4,50.0,751,1,0,3,3,0,0,0,17,0,2,0,5,5,6,1880,1991,1,1,12,13,3,0.0,3,4,0,1,0,3,5,0.0,5,0.0,636.0,636.0,1,4,1,0,0,1750,0.0,0.0,1,0,3,1,0,8,6,0,5,5,1937.0,2,1.0,240.0,1,3,0,0,0,293,0,0,0,3,2,4,0,6,2006,8,0,124000.0,1750
632,120,3,34.0,159,1,2,3,3,0,4,0,16,2,2,3,2,8,5,2006,2006,1,1,12,13,2,108.0,2,4,2,2,1,2,2,24.0,5,0.0,1530.0,1554.0,1,0,1,4,0,1554,0.0,0.0,2,0,2,1,2,6,6,1,2,1,2006.0,1,2.0,627.0,4,4,2,156,73,0,0,0,0,3,4,4,0,8,2007,8,4,209500.0,1554
633,20,3,85.0,1382,1,2,3,3,0,4,0,14,2,2,0,2,7,5,1977,1977,3,1,9,10,1,209.0,3,2,1,3,3,3,0,822.0,5,0.0,564.0,1386.0,1,4,1,4,0,1411,0.0,0.0,2,0,3,1,3,6,6,1,4,1,1977.0,0,2.0,544.0,4,4,2,192,0,0,0,0,0,3,4,4,0,4,2009,8,3,82500.0,1411
634,20,3,80.0,812,1,2,3,3,0,0,0,12,2,2,0,2,5,7,1954,2005,1,1,13,14,3,0.0,3,4,1,3,3,3,1,480.0,3,468.0,108.0,1056.0,1,4,1,4,0,1056,0.0,1.0,1,0,3,1,3,6,6,0,5,1,1954.0,2,1.0,260.0,4,4,2,390,0,0,0,0,0,3,4,4,0,7,2007,8,4,139400.0,1056
635,90,3,64.0,330,1,2,3,3,0,4,0,17,2,2,2,6,6,5,1980,1980,1,1,9,10,3,0.0,3,4,1,3,3,3,2,1056.0,5,0.0,0.0,1056.0,1,2,1,4,0,1056,2.0,0.0,0,0,0,2,3,4,6,0,5,5,1980.0,2,2.0,576.0,4,4,2,264,56,0,0,0,0,3,0,2,600,6,2010,8,4,144000.0,1056
636,190,2,60.0,1189,1,1,3,0,0,4,0,18,1,2,1,3,6,7,1914,1995,3,1,12,13,3,0.0,1,4,1,3,0,3,3,256.0,5,0.0,1184.0,1440.0,1,0,1,0,515,3395,0.0,0.0,2,0,8,2,1,14,6,0,5,6,0.0,3,0.0,0.0,5,5,0,0,110,0,0,0,0,3,4,4,0,3,2007,8,0,200000.0,2880
637,30,4,51.0,251,1,2,3,3,0,4,0,3,2,2,0,2,2,3,1936,1950,1,1,0,0,3,0.0,1,1,0,3,0,3,5,0.0,5,0.0,264.0,264.0,3,1,0,0,0,800,0.0,0.0,1,0,1,1,1,4,0,1,3,6,0.0,3,0.0,0.0,5,5,0,0,0,0,0,0,0,3,4,4,0,1,2009,5,4,60000.0,800
638,190,4,50.0,245,1,2,3,3,0,4,0,17,2,2,1,0,5,4,1954,1954,1,1,13,14,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,811.0,811.0,1,4,1,0,0,1387,0.0,0.0,2,0,3,2,2,7,6,0,5,3,1954.0,2,1.0,256.0,4,4,2,0,0,0,0,0,0,3,4,4,0,11,2009,8,4,93000.0,1387
639,30,3,67.0,694,1,2,3,3,0,4,0,7,1,2,0,2,5,7,1910,1950,1,1,8,14,3,0.0,3,4,1,1,3,3,5,0.0,5,0.0,796.0,796.0,1,2,1,0,0,796,0.0,0.0,1,0,2,1,3,4,6,0,5,6,0.0,3,0.0,0.0,5,5,1,328,0,164,0,0,0,3,2,4,0,5,2008,8,4,85000.0,796
640,120,3,53.0,118,1,2,3,3,0,4,0,0,2,2,4,2,8,5,2006,2006,3,1,12,13,3,0.0,2,4,2,2,1,0,2,1154.0,5,0.0,366.0,1520.0,1,0,1,4,0,1567,1.0,0.0,2,0,1,1,0,7,6,1,2,1,2006.0,0,3.0,648.0,4,4,2,312,0,0,0,0,0,3,4,4,0,10,2006,6,5,264561.0,1567
641,120,3,62.0,1501,1,2,0,3,0,4,0,16,2,2,4,2,8,5,2003,2004,3,1,8,8,1,472.0,0,4,2,0,3,1,2,1218.0,5,0.0,300.0,1518.0,1,0,1,4,0,1518,0.0,0.0,1,1,1,1,0,6,6,1,2,1,2003.0,1,2.0,588.0,4,4,2,185,140,0,0,0,0,3,4,4,0,4,2008,8,4,274000.0,1518
642,60,1,0.0,346,1,2,3,3,0,4,0,21,2,2,0,5,7,5,2001,2001,1,1,12,13,3,0.0,2,4,2,2,3,3,2,738.0,5,0.0,319.0,1057.0,1,0,1,4,0,1929,1.0,0.0,2,1,3,1,2,7,6,1,4,1,2001.0,0,2.0,650.0,4,4,2,0,235,0,0,0,0,3,4,4,0,5,2007,8,4,226000.0,1929
643,80,3,75.0,1637,1,2,3,3,0,4,0,12,2,2,0,7,8,7,1972,1995,1,1,9,14,3,0.0,2,4,1,2,3,1,2,1410.0,5,0.0,542.0,1952.0,1,2,1,4,0,2704,1.0,0.0,2,1,4,1,0,9,6,3,4,1,1972.0,0,2.0,538.0,4,4,2,269,111,0,0,0,0,3,2,4,0,7,2009,8,4,345000.0,2704
644,60,3,80.0,1171,1,2,3,3,0,4,0,14,6,2,0,5,5,5,1969,1969,4,1,14,6,1,263.0,3,4,1,3,3,3,4,493.0,1,287.0,0.0,780.0,1,0,1,4,0,1620,0.0,0.0,2,1,4,1,3,7,2,0,5,1,1969.0,0,2.0,462.0,4,4,2,208,0,0,0,0,0,3,1,4,0,4,2007,8,4,152000.0,1620
645,20,1,85.0,795,1,2,3,3,0,4,0,21,2,2,0,2,9,5,2009,2009,1,1,5,5,2,162.0,0,4,2,0,3,2,2,1121.0,5,0.0,645.0,1766.0,1,0,1,4,0,1766,1.0,0.0,2,1,2,1,0,7,6,1,2,1,2009.0,0,3.0,478.0,4,4,2,195,130,0,0,0,0,3,4,4,0,10,2009,6,5,370878.0,1766
646,20,3,0.0,1107,1,2,0,3,0,0,0,12,2,2,0,2,6,5,1971,1971,3,1,9,10,3,0.0,3,4,1,3,3,3,0,282.0,3,35.0,664.0,981.0,1,4,1,4,0,981,1.0,0.0,1,1,3,1,3,5,6,0,5,5,1979.0,2,2.0,576.0,4,4,2,0,312,40,0,0,0,3,4,4,0,3,2007,8,4,143250.0,981
647,20,3,60.0,367,1,2,3,3,0,4,0,12,2,2,0,2,5,5,1950,1950,3,1,8,8,3,0.0,3,4,1,4,4,4,6,0.0,6,0.0,0.0,0.0,1,2,1,4,0,1048,0.0,0.0,1,0,3,1,3,7,2,0,5,5,1950.0,2,2.0,420.0,4,4,2,0,27,0,0,0,0,3,4,4,0,7,2008,8,4,98300.0,1048
648,20,3,85.0,1093,1,2,0,3,0,4,0,7,2,2,0,2,6,5,1953,1953,3,1,13,14,2,216.0,3,4,1,3,3,2,4,500.0,5,0.0,594.0,1094.0,1,0,1,4,0,1094,0.0,0.0,1,0,3,1,3,5,6,2,2,1,1953.0,1,2.0,495.0,4,4,2,0,0,0,0,287,0,3,4,4,0,6,2008,8,4,155000.0,1094
649,60,3,70.0,454,1,2,3,3,0,4,0,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,351.0,3,4,1,3,3,3,5,0.0,5,0.0,756.0,756.0,1,4,1,4,0,1839,0.0,0.0,1,1,4,1,3,7,6,1,4,1,1966.0,2,2.0,442.0,4,4,2,0,124,216,0,0,0,3,4,4,0,6,2010,8,4,155000.0,1839
650,180,4,21.0,23,1,2,3,3,0,4,0,10,2,2,3,6,4,6,1970,1970,1,1,5,5,3,0.0,3,4,1,2,3,0,1,131.0,2,499.0,0.0,630.0,1,2,1,4,0,630,1.0,0.0,1,0,1,1,3,3,6,0,5,6,0.0,3,0.0,0.0,5,5,2,0,0,0,0,0,0,3,2,4,0,12,2007,8,4,84500.0,630
651,60,1,65.0,545,1,2,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,5,5,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,813.0,813.0,1,0,1,4,0,1665,0.0,0.0,2,1,3,1,2,7,6,0,5,1,2007.0,1,2.0,562.0,4,4,2,0,0,0,0,0,0,3,4,4,0,5,2008,8,4,205950.0,1665
652,70,3,60.0,768,1,2,3,3,0,4,0,7,0,2,0,5,4,5,1940,1950,1,1,8,8,3,0.0,3,4,1,3,3,2,5,0.0,5,0.0,755.0,755.0,1,4,1,4,0,1510,1.0,0.0,1,0,4,1,3,7,6,1,2,5,1940.0,2,1.0,296.0,1,3,1,120,0,0,0,0,0,3,2,4,0,10,2009,8,4,108000.0,1510
653,60,3,70.0,685,1,2,3,3,0,4,0,5,2,2,0,5,7,5,1996,1996,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,880.0,880.0,1,0,1,4,0,1716,0.0,0.0,2,1,2,1,2,7,6,1,4,1,1996.0,1,2.0,512.0,4,4,2,0,120,0,0,0,0,3,4,4,0,7,2009,8,4,191000.0,1716
654,50,4,60.0,1061,1,0,3,3,0,4,0,9,2,2,0,0,6,7,1906,1995,1,1,8,8,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,756.0,756.0,1,0,1,4,0,1469,0.0,0.0,1,0,3,1,3,7,6,0,5,5,1906.0,2,1.0,216.0,4,4,2,57,0,239,0,0,0,3,2,4,0,6,2008,8,4,135000.0,1469
655,20,3,91.0,1088,1,2,0,3,0,4,0,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,660.0,2,2,2,2,3,1,2,1696.0,5,0.0,413.0,2109.0,1,0,1,4,0,2113,1.0,0.0,2,1,2,1,2,7,6,1,4,1,1995.0,0,3.0,839.0,4,4,2,236,46,0,0,0,0,3,4,4,0,8,2008,8,4,350000.0,2113
656,160,4,21.0,13,1,2,3,3,0,4,0,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,381.0,3,4,1,3,3,3,5,0.0,5,0.0,525.0,525.0,1,4,1,4,0,1092,0.0,0.0,1,1,3,1,3,6,6,0,5,5,1971.0,2,1.0,264.0,4,4,2,0,0,0,0,0,0,3,4,4,0,3,2010,8,3,88000.0,1092
657,20,3,72.0,987,1,2,0,3,0,4,0,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,54.0,2,4,1,3,3,3,0,806.0,5,0.0,247.0,1053.0,1,0,1,4,0,1053,1.0,0.0,1,1,3,1,2,5,6,0,5,1,1959.0,1,1.0,312.0,4,4,2,0,0,0,0,0,0,3,2,4,0,8,2008,8,4,145500.0,1053
658,70,3,60.0,367,1,2,3,1,0,4,1,6,2,2,0,5,7,6,1931,2000,1,1,11,15,3,0.0,3,1,0,2,3,3,5,0.0,5,0.0,776.0,776.0,1,4,1,4,0,1502,0.0,0.0,1,1,3,1,3,6,6,1,2,1,1931.0,1,1.0,270.0,4,4,1,0,0,112,0,0,0,3,2,4,0,2,2008,8,4,149000.0,1502
659,50,3,78.0,1821,1,2,3,3,0,4,0,12,0,2,0,0,6,5,1948,1950,1,1,12,13,3,0.0,3,4,1,3,3,3,5,0.0,5,0.0,912.0,912.0,1,4,1,4,0,1458,0.0,1.0,1,0,3,1,3,6,6,1,2,1,1948.0,2,1.0,330.0,4,4,2,192,0,0,0,0,0,3,4,4,0,1,2010,8,0,97500.0,1458
660,20,3,75.0,971,1,2,3,3,0,0,0,7,2,2,0,2,5,7,1964,1999,3,1,8,8,3,0.0,3,2,2,3,3,3,1,637.0,5,0.0,849.0,1486.0,1,0,1,4,0,1486,1.0,0.0,1,0,3,1,3,7,6,0,5,5,1968.0,0,2.0,480.0,4,4,2,0,0,0,0,0,0,3,2,4,0,3,2009,8,4,167000.0,1486
661,60,3,0.0,1462,1,2,3,3,0,1,0,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,233.0,3,4,1,2,3,3,5,0.0,5,0.0,793.0,793.0,1,4,1,4,0,1935,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1976.0,1,2.0,550.0,4,4,2,0,113,252,0,0,0,3,4,4,0,11,2007,8,4,197900.0,1935
662,60,3,52.0,1934,1,2,1,3,0,1,0,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,528.0,2,4,2,2,1,3,2,1361.0,4,180.0,88.0,1629.0,1,0,1,4,0,2448,1.0,0.0,2,1,4,1,2,8,6,1,4,1,1994.0,1,3.0,711.0,4,4,2,517,76,0,0,0,0,3,4,4,0,7,2009,8,4,402000.0,2448
663,20,3,120.0,1608,1,2,3,3,0,0,0,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,216.0,3,4,1,1,0,3,5,0.0,5,0.0,1392.0,1392.0,1,2,1,4,0,1392,1.0,0.0,1,0,2,1,3,5,1,2,4,1,1968.0,1,2.0,576.0,4,4,2,0,0,240,0,0,0,3,4,4,0,7,2009,8,4,110000.0,1392
664,85,3,90.0,990,1,2,3,3,0,4,0,7,2,2,0,6,4,5,1972,1972,1,1,9,10,3,0.0,3,4,1,2,3,0,1,920.0,4,180.0,38.0,1138.0,1,4,1,4,0,1181,1.0,0.0,2,0,3,1,3,6,6,0,5,5,1974.0,1,2.0,588.0,4,4,2,0,0,180,0,0,0,3,2,4,0,4,2008,8,4,137500.0,1181
665,20,3,49.0,1872,1,2,1,3,0,1,0,21,6,2,0,2,8,5,2005,2006,1,1,12,13,3,0.0,2,4,2,0,3,2,2,1721.0,5,0.0,356.0,2077.0,1,0,1,4,0,2097,1.0,0.0,1,1,1,1,0,8,6,1,0,1,2005.0,0,3.0,1134.0,4,4,2,192,267,0,0,0,0,3,4,4,0,1,2006,6,5,423000.0,2097
666,60,3,106.0,1251,1,2,0,3,0,0,0,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,40.0,2,4,2,2,3,3,5,0.0,5,0.0,1406.0,1406.0,1,0,1,4,0,1936,0.0,0.0,2,1,3,1,2,7,6,1,4,1,2000.0,1,2.0,504.0,4,4,2,188,124,0,0,0,0,3,4,4,0,11,2006,8,4,230500.0,1936
667,60,3,0.0,1843,1,2,0,3,0,4,0,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,113.0,3,2,1,2,3,3,3,187.0,4,723.0,111.0,1021.0,1,4,1,4,0,2380,0.0,0.0,2,1,3,1,3,7,5,1,3,4,1965.0,2,2.0,596.0,4,4,2,0,265,0,0,0,0,3,4,4,0,8,2007,8,0,129000.0,2380
668,20,3,65.0,545,1,2,3,3,0,4,0,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,258.0,3,4,2,2,3,3,2,1138.0,5,0.0,270.0,1408.0,1,0,1,4,0,1679,1.0,0.0,2,0,3,1,2,7,6,1,1,1,1994.0,1,2.0,575.0,4,4,2,224,42,0,0,0,0,3,4,4,0,10,2008,8,4,193500.0,1679
669,20,3,0.0,1658,1,2,3,0,0,0,1,19,2,2,0,2,5,6,1956,1987,1,1,5,14,3,0.0,3,4,1,3,3,3,4,988.0,5,0.0,200.0,1188.0,1,2,1,4,0,1437,1.0,0.0,1,1,3,1,3,6,3,1,4,5,1999.0,2,2.0,576.0,4,4,2,304,0,0,0,0,0,3,4,4,0,11,2006,8,4,168000.0,1437
670,30,3,80.0,1325,1,2,3,3,0,4,0,6,2,2,0,2,4,5,1922,1950,1,1,8,8,3,0.0,3,4,0,1,3,3,5,0.0,5,0.0,700.0,700.0,1,0,1,4,0,1180,0.0,0.0,1,0,2,1,1,5,6,1,2,5,1922.0,2,1.0,252.0,4,1,2,0,0,67,0,0,0,3,4,4,0,7,2006,8,4,137500.0,1180
671,60,3,64.0,656,1,2,3,3,0,2,0,5,2,2,0,5,6,5,2005,2005,1,1,12,13,3,0.0,2,4,2,2,3,3,2,193.0,5,0.0,545.0,738.0,1,0,1,4,0,1476,1.0,0.0,2,1,3,1,2,7,6,0,5,1,2005.0,0,2.0,540.0,4,4,2,100,35,0,0,0,0,3,4,4,0,2,2009,8,4,173500.0,1476
672,70,2,54.0,296,1,2,3,3,0,4,0,7,0,2,0,5,6,6,1925,1950,2,1,13,14,3,0.0,3,2,0,3,3,3,1,551.0,5,0.0,121.0,672.0,1,4,0,4,0,1369,1.0,0.0,2,0,3,1,3,6,6,0,5,5,1930.0,2,1.0,300.0,4,4,2,147,0,0,0,0,0,3,4,4,0,7,2009,8,4,103600.0,1369
673,20,3,0.0,1266,1,2,0,3,0,4,0,24,2,2,0,2,6,6,1977,1977,1,1,9,10,3,0.0,2,4,1,2,3,3,0,767.0,5,0.0,441.0,1208.0,1,4,1,4,0,1208,1.0,0.0,1,1,3,1,3,6,6,1,4,1,1977.0,1,2.0,546.0,4,4,2,198,42,0,0,0,0,3,4,4,0,6,2006,8,4,165000.0,1208
674,20,3,110.0,1685,1,2,3,3,0,4,0,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,106.0,3,4,2,3,3,3,2,1186.0,5,0.0,291.0,1477.0,1,0,1,4,0,1839,1.0,0.0,2,0,3,1,2,7,6,2,4,1,1957.0,0,2.0,416.0,4,4,2,0,87,0,0,200,0,3,4,4,0,6,2007,8,4,257500.0,1839
675,20,3,80.0,797,1,2,3,3,0,4,0,12,2,2,0,2,6,6,1965,1965,1,1,6,6,3,0.0,3,4,1,3,3,3,4,892.0,5,0.0,244.0,1136.0,1,4,1,4,0,1136,1.0,0.0,1,0,3,1,3,5,6,1,2,1,1965.0,1,1.0,384.0,4,4,2,426,0,0,0,0,0,3,4,4,0,7,2008,8,4,140000.0,1136
676,160,3,24.0,38,1,2,3,3,0,4,0,13,2,2,3,5,6,6,1978,1978,1,1,9,2,3,0.0,3,4,1,3,3,3,0,311.0,5,0.0,544.0,855.0,1,4,1,4,0,1441,0.0,0.0,2,1,3,1,3,7,6,1,4,1,1978.0,2,2.0,440.0,4,4,2,28,0,0,0,0,0,3,4,4,0,4,2009,8,4,148500.0,1441
677,70,4,60.0,895,1,0,3,3,0,4,0,17,2,2,0,5,4,2,1900,1950,1,1,0,12,3,0.0,3,4,0,3,0,3,5,0.0,5,0.0,1095.0,1095.0,2,1,0,4,0,1774,1.0,0.0,2,0,4,2,3,8,3,0,5,0,1920.0,2,3.0,779.0,1,1,0,0,0,90,0,0,0,3,4,4,0,5,2006,8,4,87000.0,1774
678,30,3,52.0,756,1,2,3,3,0,4,0,17,2,2,0,2,5,8,1924,2006,1,1,12,13,3,0.0,2,4,0,3,3,3,5,0.0,5,0.0,768.0,768.0,1,0,1,4,0,792,0.0,0.0,1,0,2,1,2,5,6,0,5,5,1924.0,2,1.0,240.0,1,1,0,316,0,120,0,0,0,3,4,4,0,5,2009,8,4,109500.0,792
679,20,3,80.0,1371,1,2,0,3,0,4,0,22,2,2,0,2,8,5,2008,2008,3,1,12,13,2,464.0,2,4,2,0,3,2,5,0.0,5,0.0,2046.0,2046.0,1,0,1,4,0,2046,0.0,0.0,2,1,3,1,2,7,6,1,2,1,2008.0,0,3.0,834.0,4,4,2,322,82,0,0,0,0,3,4,4,0,7,2009,6,5,372500.0,2046
680,20,3,0.0,974,1,2,0,3,0,4,0,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,57.0,3,4,1,3,3,3,4,827.0,5,0.0,161.0,988.0,1,4,1,4,0,988,1.0,0.0,1,0,3,1,3,5,6,0,5,5,1963.0,2,2.0,572.0,4,4,2,0,0,0,0,0,0,3,4,4,0,10,2007,8,4,128500.0,988
681,120,3,50.0,520,1,2,3,3,0,4,0,20,2,2,4,2,6,5,1980,1980,1,1,9,10,3,0.0,3,4,1,2,3,3,1,543.0,1,119.0,261.0,923.0,1,4,1,4,0,923,0.0,0.0,2,0,2,1,3,5,6,1,4,1,1980.0,1,1.0,264.0,4,4,2,80,0,0,0,0,0,3,4,4,0,5,2010,8,4,143000.0,923
682,50,2,55.0,156,1,1,1,0,0,4,0,18,2,2,0,0,5,5,1932,2000,1,1,12,12,3,0.0,3,4,0,3,3,3,4,182.0,5,0.0,611.0,793.0,1,0,1,4,0,1520,0.0,0.0,1,0,3,1,3,6,6,0,5,5,1968.0,2,1.0,281.0,4,4,2,0,0,56,0,0,0,3,4,4,0,7,2009,8,0,159434.0,1520
683,120,3,0.0,59,1,2,3,1,0,4,0,4,2,2,0,2,6,5,1996,1997,1,1,13,14,3,0.0,3,4,2,2,3,2,2,1003.0,5,0.0,288.0,1291.0,1,0,1,4,0,1291,1.0,0.0,1,0,2,1,2,6,6,1,2,1,1996.0,2,2.0,431.0,4,4,2,307,0,0,0,0,0,3,4,4,0,11,2008,8,4,173000.0,1291
684,20,3,90.0,1264,1,2,0,3,0,0,0,5,2,2,0,2,9,5,2002,2002,3,1,12,13,2,215.0,2,4,2,2,3,0,2,1059.0,5,0.0,567.0,1626.0,1,0,1,4,0,1668,1.0,0.0,2,0,3,1,2,7,6,1,4,1,2002.0,0,3.0,702.0,4,4,2,257,45,0,0,0,0,3,4,4,0,7,2007,8,4,285000.0,1668
685,60,3,58.0,1800,1,2,1,3,0,1,0,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,30.0,2,4,2,2,3,3,5,0.0,5,0.0,1195.0,1195.0,1,2,1,4,0,1839,0.0,0.0,2,1,4,1,3,7,6,0,5,1,1998.0,0,2.0,486.0,4,4,2,0,81,0,0,0,0,3,4,4,0,6,2010,8,4,221000.0,1839
686,160,3,0.0,179,1,2,0,3,0,1,0,22,2,2,4,5,7,5,1984,1984,1,1,6,6,3,0.0,2,4,1,2,3,2,2,828.0,3,182.0,180.0,1190.0,1,2,1,4,0,2090,1.0,0.0,2,0,3,1,2,6,2,1,4,1,1984.0,0,2.0,577.0,4,4,2,219,0,0,0,0,0,3,4,4,0,9,2007,8,4,207500.0,2090
687,60,1,84.0,1037,1,2,3,3,0,4,0,21,2,2,0,5,7,6,2007,2007,1,1,12,13,3,0.0,2,4,2,2,3,3,5,0.0,5,0.0,874.0,874.0,1,0,1,4,0,1761,0.0,0.0,3,0,3,1,2,7,6,0,5,1,2007.0,0,2.0,578.0,4,4,2,144,105,0,0,0,0,3,4,4,0,8,2007,6,5,227875.0,1761
